,省份,城市,注册资本,公司名称,公司简称,邮箱列表,电话列表,标签
6766,河北省,秦皇岛市,401万人民币,<em>秦皇岛市</em>及时雨<em>志愿</em>服务基金会,及时雨,qhdszyfwjjh@126.com,"['0335-5918865', '0335-3048135']",河北省秦皇岛市志愿
6778,河北省,秦皇岛市,300万人民币,<em>秦皇岛</em>旭焜教育科技有限公司,旭焜教育,95801571@qq.com,"['18633585842', '13933666197']",河北省秦皇岛市志愿
6781,河北省,秦皇岛市,100万人民币,<em>秦皇岛</em>盈宝计算机科技有限公司,盈宝,eaglepuyang1@163.com,['18617814232'],河北省秦皇岛市高考
6781,河北省,秦皇岛市,100万人民币,<em>秦皇岛</em>盈宝计算机科技有限公司,盈宝,pyz654321@126.com,['18617814232'],河北省秦皇岛市高考
6793,河北省,唐山市,300万人民币,<em>河北</em>港电科技有限公司,北港电,35727867@qq.com,['15530811914'],河北省唐山市中考志愿
6793,河北省,唐山市,300万人民币,<em>河北</em>港电科技有限公司,北港电,361217963@qq.com,['15530811914'],河北省唐山市中考志愿
6794,河北省,唐山市,6200万人民币,<em>河北</em>鼎晨农业集团有限公司,鼎晨农业,dingchenfoods@126.com,"['0315-2989296', '0315-2989286', '0315-2989186', '13832816522', '0315-2989086']",河北省唐山市中考志愿
6794,河北省,唐山市,6200万人民币,<em>河北</em>鼎晨农业集团有限公司,鼎晨农业,1123651658@qq.com,"['0315-2989296', '0315-2989286', '0315-2989186', '13832816522', '0315-2989086']",河北省唐山市中考志愿
6795,河北省,唐山市,9816.2753万人民币,首发（<em>河北</em>）物流有限公司,首发物流,1059179138@qq.com,['15231520185'],河北省唐山市中考志愿
6800,河北省,唐山市,有限责任公司分公司（非自然人投资或控股的法人独资）,中国联通集团<em>河北省</em>通信有限公司<em>唐山市</em>分公司,中国联通,yingyezhizhao2000@163.com,['0315-2580010'],河北省唐山市中考志愿
6805,河北省,唐山市,2980万人民币,<em>河北</em>坤钰建筑工程有限公司,坤钰,1533132226@qq.com,"['13703388006', '13011442800', '13832515788']",河北省唐山市中考志愿
6805,河北省,唐山市,2980万人民币,<em>河北</em>坤钰建筑工程有限公司,坤钰,2251842080@qq.com,"['13703388006', '13011442800', '13832515788']",河北省唐山市中考志愿
6808,河北省,唐山市,股份有限公司,中国邮政储蓄银行股份有限公司<em>唐山市</em>分行,中国邮政,tsycyh@126.com,"['0315-2857590', '0315-2850650']",河北省唐山市中考志愿
6816,河北省,唐山市,30万人民币,<em>唐山志愿</em>派教育科技有限公司,志愿派,171149511@qq.com,['18633380180'],河北省唐山市高考志愿
6816,河北省,唐山市,30万人民币,<em>唐山志愿</em>派教育科技有限公司,志愿派,823576766@qq.com,['18633380180'],河北省唐山市高考志愿
6839,江苏省,扬州市,50万人民币,扬州北斗<em>高考志愿</em>填报咨询有限公司,北斗高考,15951050234@qq.com,['15951050234'],河北省高考志愿
6840,天津市,天津市,20万人民币,天津<em>高考志愿</em>填报教育信息咨询有限公司,高考志愿,522452279@qq.com,"['13662010097', '13011349301']",河北省高考志愿
6840,天津市,天津市,20万人民币,天津<em>高考志愿</em>填报教育信息咨询有限公司,高考志愿,1007889926@qq.com,"['13662010097', '13011349301']",河北省高考志愿
6841,宁夏回族自治区,银川市,100万人民币,宁夏<em>志愿</em>通<em>高考</em>教育咨询有限公司,志愿通,15008682586@qq.com,"['15008682586', '13519506956', '15226227727', '18895090519']",河北省高考志愿
6841,宁夏回族自治区,银川市,100万人民币,宁夏<em>志愿</em>通<em>高考</em>教育咨询有限公司,志愿通,2508805323@qq.com,"['15008682586', '13519506956', '15226227727', '18895090519']",河北省高考志愿
6841,宁夏回族自治区,银川市,100万人民币,宁夏<em>志愿</em>通<em>高考</em>教育咨询有限公司,志愿通,123@qq.com,"['15008682586', '13519506956', '15226227727', '18895090519']",河北省高考志愿
6842,山西省,临汾市,100万人民币,山西<em>高考志愿</em>研究院,高考志愿,18435909423@qq.com,['18435909423'],河北省高考志愿
6937,河北省,衡水市,50万人民币,衡水市<em>冀州区</em>冀通加油中心,冀通加油,976647900@qq.com,"['13363307312', '15610866898', '18832825880', '0318-8687306']",河北省冀州区中考志愿
6964,河北省,张家口市,1万人民币,<em>涿鹿上岸</em>教育信息咨询中心,上岸教育,fenhua_zhang@163.com,['17610422203'],河北省涿鹿县上岸
6983,陕西省,西安市,2325万人民币,陕西领盛新材料科技有限公司,领盛新,15991790715@qq.com,['13614110840'],河北省蔚县提分
7005,河北省,张家口市,75万人民币,张家口<em>万全区</em>腾飞机械制造厂,腾飞机械,303746090@qq.com,"['13831330929', '0313-4880030']",河北省万全区上岸
7013,河北省,张家口市,50万人民币,张家口<em>万全区</em>上升电梯配件厂,上升,1571441802@qq.com,"['15033675566', '0313-4830730']",河北省万全区上岸
7015,河北省,张家口市,24万人民币,<em>河北省万全</em>县塑料包装厂,塑料包装,1051967346@qq.com,"['13503130589', '13932333309']",河北省万全区上岸
7055,河北省,张家口市,100万人民币,张家口<em>上岸</em>伴侣渔具有限公司,上岸伴侣,825845166@qq.com,['13522321755'],河北省沽源县上岸
7086,河北省,张家口市,500万人民币,<em>河北省阳原县</em>关爱退役军人基金会,关爱,yyxtyjrfwzx@163.com,['13663335687'],河北省阳原县上岸
7139,河北省,张家口市,3万人民币,张家口<em>上岸</em>教育咨询中心,上岸教育,15369329139@qq.com,['15369329139'],河北省桥西区上岸
7201,河北省,张家口市,其他有限责任公司分公司,杭州蜀黍<em>上岸</em>教育科技有限公司张家口分公司,蜀黍上岸,1070965230@qq.com,['18603282887'],河北省桥东区上岸
7285,河北省,张家口市,500万人民币,<em>河北</em>沁然农林开发有限公司,沁然农林,liuran554433@163.com,"['18603209773', '18600601215', '15133376546']",河北省崇礼区上岸
7285,河北省,张家口市,500万人民币,<em>河北</em>沁然农林开发有限公司,沁然农林,lst13785363405@163.com,"['18603209773', '18600601215', '15133376546']",河北省崇礼区上岸
7286,河北省,张家口市,50万人民币,张家口<em>崇礼区</em>拓新机械租赁有限公司,拓新机械,xq670514@126.com,"['15231312165', '15832325308']",河北省崇礼区上岸
7292,河北省,张家口市,1500万人民币,张家口<em>崇礼区</em>阳光田园农业专业合作社,阳光田园,253647855@qq.com,"['13603130142', '13603030142', '0313-4625355']",河北省崇礼区上岸
7292,河北省,张家口市,1500万人民币,张家口<em>崇礼区</em>阳光田园农业专业合作社,阳光田园,24136458@qq.com,"['13603130142', '13603030142', '0313-4625355']",河北省崇礼区上岸
7292,河北省,张家口市,1500万人民币,张家口<em>崇礼区</em>阳光田园农业专业合作社,阳光田园,365256535@qq.com,"['13603130142', '13603030142', '0313-4625355']",河北省崇礼区上岸
7292,河北省,张家口市,1500万人民币,张家口<em>崇礼区</em>阳光田园农业专业合作社,阳光田园,1123048032@qq.com,"['13603130142', '13603030142', '0313-4625355']",河北省崇礼区上岸
7331,河北省,张家口市,有限责任公司分公司(自然人独资),<em>河北</em>源皓景物业服务有限公司<em>康保</em>分公司会务服务中心,源皓景物,zx277018269@qq.com,"['13911443650', '13311309865', '18732378351']",河北省康保县上岸
7380,河北省,保定市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北省涞源县</em>上庄支局,中国邮政,lyyz7326645@126.com,"['0312-7326643', '0312-7326645', '0712-7361234']",河北省涞源县上岸
7502,河南省,郑州市,100万人民币,河南精准<em>提分</em>教育科技有限公司,精准提分,495904234@qq.com,"['17337136227', '18638598717']",河北省博野县提分
7502,河南省,郑州市,100万人民币,河南精准<em>提分</em>教育科技有限公司,精准提分,17337136227@qq.com,"['17337136227', '18638598717']",河北省博野县提分
7502,河南省,郑州市,100万人民币,河南精准<em>提分</em>教育科技有限公司,精准提分,18638598717@qq.com,"['17337136227', '18638598717']",河北省博野县提分
7502,河南省,郑州市,100万人民币,河南精准<em>提分</em>教育科技有限公司,精准提分,18638598717@163.com,"['17337136227', '18638598717']",河北省博野县提分
7503,海南省,三亚市,100万人民币,海南<em>提分</em>教育发展有限公司,提分教育,460529669@qq.com,"['15008099150', '15008993966']",河北省博野县提分
7503,海南省,三亚市,100万人民币,海南<em>提分</em>教育发展有限公司,提分教育,15008993966@163.com,"['15008099150', '15008993966']",河北省博野县提分
7504,湖北省,武汉市,100万人民币,武汉万卷云科技有限公司,万卷云,85236965@qq.com,"['18602741861', '027-82888515', '027-85236965']",河北省博野县提分
7504,湖北省,武汉市,100万人民币,武汉万卷云科技有限公司,万卷云,2594610607@qq.com,"['18602741861', '027-82888515', '027-85236965']",河北省博野县提分
7505,贵州省,贵阳市,500万人民币,贵州<em>提分</em>快信息科技有限公司,提分快,248311614@qq.com,"['13984531556', '18585867199']",河北省博野县提分
7505,贵州省,贵阳市,500万人民币,贵州<em>提分</em>快信息科技有限公司,提分快,137780308@qq.com,"['13984531556', '18585867199']",河北省博野县提分
7506,北京市,北京市,500万人民币,北京爱<em>提分</em>博乐教育科技有限公司,爱提分,liling0@aixuexi.com,"['010-56639966', '010-56639477', '010-56631816', '15910621211', '010-56639888', '010-56639801']",河北省博野县提分
7506,北京市,北京市,500万人民币,北京爱<em>提分</em>博乐教育科技有限公司,爱提分,lihongjuan@aixuexi.com,"['010-56639966', '010-56639477', '010-56631816', '15910621211', '010-56639888', '010-56639801']",河北省博野县提分
7506,北京市,北京市,500万人民币,北京爱<em>提分</em>博乐教育科技有限公司,爱提分,chenqingdong@gaosiedu.com,"['010-56639966', '010-56639477', '010-56631816', '15910621211', '010-56639888', '010-56639801']",河北省博野县提分
7506,北京市,北京市,500万人民币,北京爱<em>提分</em>博乐教育科技有限公司,爱提分,xingzhengcaigoubu@gaosiedu.com,"['010-56639966', '010-56639477', '010-56631816', '15910621211', '010-56639888', '010-56639801']",河北省博野县提分
7506,北京市,北京市,500万人民币,北京爱<em>提分</em>博乐教育科技有限公司,爱提分,1194894969@qq.com,"['010-56639966', '010-56639477', '010-56631816', '15910621211', '010-56639888', '010-56639801']",河北省博野县提分
7506,北京市,北京市,500万人民币,北京爱<em>提分</em>博乐教育科技有限公司,爱提分,fanjinhong@gaosiedu.com,"['010-56639966', '010-56639477', '010-56631816', '15910621211', '010-56639888', '010-56639801']",河北省博野县提分
7507,陕西省,咸阳市,312万人民币,陕西罗麻丹医药有限公司,罗麻丹,401532724@qq.com,['18191916888'],河北省博野县提分
7508,山东省,济南市,300万人民币,<em>提分</em>绝招（山东）大数据集团有限公司,提分绝招,13361096994@163.com,['13361096994'],河北省博野县提分
7509,重庆市,重庆市,500万人民币,重庆<em>提分</em>动漫制作有限公司,提分动漫,18523523888@163.com,['18523523888'],河北省博野县提分
7510,云南省,昆明市,339.2495万人民币,云南英格生物技术有限公司,英格生物,info@ingredi.cn,"['0871-67360296', '0871-66098652', '0871-63528265', '13608719299']",河北省博野县提分
7510,云南省,昆明市,339.2495万人民币,云南英格生物技术有限公司,英格生物,hr@ingredi.cn,"['0871-67360296', '0871-66098652', '0871-63528265', '13608719299']",河北省博野县提分
7510,云南省,昆明市,339.2495万人民币,云南英格生物技术有限公司,英格生物,info@ingredi.com,"['0871-67360296', '0871-66098652', '0871-63528265', '13608719299']",河北省博野县提分
7511,广东省,广州市,100万人民币,广州深读正心文化教育科技有限公司,深读正心,shuyue9868@163.com,"['18698583636', '13543550751']",河北省博野县提分
7511,广东省,广州市,100万人民币,广州深读正心文化教育科技有限公司,深读正心,18320075557@139.com,"['18698583636', '13543550751']",河北省博野县提分
7511,广东省,广州市,100万人民币,广州深读正心文化教育科技有限公司,深读正心,139114724@qq.com,"['18698583636', '13543550751']",河北省博野县提分
7512,广西壮族自治区,桂林市,1398.76万人民币,桂林实力科技有限公司,实力科技,office@chinashili.com.cn,"['0773-8568809', '0773-2639999', '0773-8568806', '13317738001']",河北省博野县提分
7513,广东省,中山市,30000万人民币,中电建长九新材料（广东）有限公司,中电建长,492992313@qq.com,"['0662-5175999', '17708498371']",河北省博野县提分
7513,广东省,中山市,30000万人民币,中电建长九新材料（广东）有限公司,中电建长,261630442@qq.com,"['0662-5175999', '17708498371']",河北省博野县提分
7514,陕西省,榆林市,46667万人民币,陕西龙成煤清洁高效利用有限公司,龙成煤,sxlc@sxlcmh.com,"['0912-8335599', '15038781066']",河北省博野县提分
7514,陕西省,榆林市,46667万人民币,陕西龙成煤清洁高效利用有限公司,龙成煤,pxyan567@163.com,"['0912-8335599', '15038781066']",河北省博野县提分
7518,河北省,保定市,500万人民币,<em>河北省博野县</em>社会救助基金会,社会救助,by8322143@163.com,['8327109'],河北省博野县上岸
7522,河北省,保定市,1100万人民币,<em>河北</em>越标输送机械有限公司,越标输送,760654137@qq.com,['19801550555'],河北省博野县上岸
7522,河北省,保定市,1100万人民币,<em>河北</em>越标输送机械有限公司,越标输送,15496798@qq.com,['19801550555'],河北省博野县上岸
7525,河北省,保定市,500万人民币,粤鹇焊材制造<em>河北</em>有限公司,粤鹇焊材,7916164032@qq.com,"['15932276620', '0312-8385188', '13902944555']",河北省博野县上岸
7525,河北省,保定市,500万人民币,粤鹇焊材制造<em>河北</em>有限公司,粤鹇焊材,sales@cf-welding.com,"['15932276620', '0312-8385188', '13902944555']",河北省博野县上岸
